"NAME","STREET","POST_CODE","CITY","LONGITUDE","LATITUDE","HUMIDITY_AVG","PRESSURE_AVG","TEMPERATURE_AVG","PM10_AVG","PM25_AVG","TIMESTAMP"
"SZKO?A PODSTAWOWA IM. ROTMISTRZA WITOLDA PILECKIEGO W GROCHOWCACH","","37-733","GROCHOWCE","22.7549891","49.7310954","73.79230769230769","968.7076923076924","8.546153846153846","22.0","18.56153846153846","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. KS. KARD. STEFANA WYSZY?SKIEGO W BORZYMINIE","","87-500","BORZYMIN","19.3345342","53.0561291","86.41666666666667","975.7416666666667","9.875","9.475","8.6","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. IGNACEGO ?UKASIEWICZA W KOBYLANCE","","38-303","KOBYLANKA","21.222151","49.669007","69.41666666666667","961.6833333333334","12.4","6.1499999999999995","5.633333333333333","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA NR 1 SPECJALNA W D?BLINIE","UL. NIEPODLEG?O?CI","08-530","D?BLIN","21.86936804","51.5632153","69.425","981.475","11.725","8.200000000000001","6.9750000000000005","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. PPOR. EMILII GIERCZAK W ??CKU","Kolejowa","09-520","??CK","19.60961710","52.46594433","99.90000000000002","979.6333333333333","9.5","9.066666666666666","5.08","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA W MORAWINIE","","62-834","MORAWIN","18.2726861","51.8468836","87.05","973.9416666666666","11.424999999999999","13.666666666666666","12.450000000000001","2023-11-03 09:00:00.0"
"TECHNIKUM NR 1 W BRZEGU","UL. S?OWIA?SKA","49-300","BRZEG","17.4633865","50.858939","88.425","971.5666666666666","11.883333333333333","4.3","3.525","2023-11-03 09:00:00.0"
"ZESP?? SZK?? W PRUDNIKU","UL. D?BROWSKIEGO","48-200","PRUDNIK","17.571637628835184","50.32109542835716","99.90000000000002","960.2666666666668","12.6","0.3666666666666667","0.13","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM.WO?Y?SKIEJ BRYGADY KAWALERII W STARYM KOCINIE","UL. KR?TA","42-231","STARY KOCIN","19.1164555","50.9549101","82.02499999999999","966.6","12.1","5.766666666666667","5.241666666666666","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA Z ODDZIA?AMI INTEGRACYJNYMI IM. KORNELA MAKUSZY?SKIEGO W BO?KOWIE","","57-441","Bo?k?w","16.5775574","50.51426595","90.96666666666665","948.6416666666668","9.5","9.975","8.616666666666667","2023-11-03 09:00:00.0"
"SZKO?A PODSTAWOWA IM. FRYDERYKA CHOPINA W BUDKACH PIASECKICH","","96-516","BUDKI PIASECKIE","20.33231767","52.19724553","75.76666666666667","980.2666666666668","11.283333333333333","3.775","2.766666666666667","2023-11-03 09:00:00.0"
"PUBLICZNA SZKO?A PODSTAWOWA W GRABINACH","","39-217","GRABINY","21.796093","52.6229809","62.60833333333333","971.725","14.066666666666668","2.0749999999999997","2.0","2023-11-03 09:00:00.0"
"PUBLICZNA SZKO?A PODSTAWOWA W JA?WINACH","","39-215","JA?WINY","21.4809252","51.9701122","57.35833333333333","967.8666666666667","12.816666666666668","3.5833333333333335","3.466666666666667","2023-11-03 09:00:00.0"
